,Word,Senses,Glosa,PoS,SynsetPoS
12091,unattended,3,many casualties were lying unattended,a,eng-30-00308720-a
12092,untended,1,untended garden was soon overgrown with weeds,a,eng-30-00308870-a
12093,careful,1,they were careful when crossing the busy street,a,eng-30-00309021-a
12094,blow-by-blow,1,a blow-by-blow account of the movie,a,eng-30-00309620-a
12095,certain,7,be certain to disconnect the iron when you are through,a,eng-30-00309740-a
12096,sure,2,be sure to lock the doors,a,eng-30-00309740-a
12097,close,4,close supervision,a,eng-30-00309945-a
12098,conscientious,1,conscientious application to the work at hand,a,eng-30-00310138-a
12099,painstaking,1,painstaking research,a,eng-30-00310138-a
12100,scrupulous,2,scrupulous attention to details,a,eng-30-00310138-a
12101,detailed,1,a detailed plan,a,eng-30-00310433-a
12102,elaborate,2,the elaborate register of the inhabitants prevented tax evasion- John Buchan,a,eng-30-00310433-a
12103,elaborated,1,the carefully elaborated theme,a,eng-30-00310433-a
12104,minute,2,a minute inspection of the grounds,a,eng-30-00310716-a
12105,narrow,5,a narrow scrutiny,a,eng-30-00310716-a
12106,particular,6,a particular description of the room,a,eng-30-00311044-a
12107,protective,3,protective of his reputation,a,eng-30-00311187-a
12108,studious,1,made a studious attempt to fix the television set,a,eng-30-00311354-a
12109,thorough,1,our accountant is thorough,a,eng-30-00311505-a
12110,careless,1,careless about her clothes,a,eng-30-00311663-a
12111,casual,5,a casual (or cursory) inspection failed to reveal the house's structural flaws,a,eng-30-00312234-a
12112,cursory,1,a passing glance,a,eng-30-00312234-a
12113,passing,4,perfunctory courtesy,a,eng-30-00312234-a
12114,haphazard,2,a most haphazard system of record keeping,a,eng-30-00312519-a
12115,slapdash,1,slapdash work,a,eng-30-00312519-a
12116,slipshod,1,slipshod spelling,a,eng-30-00312519-a
12117,sloppy,6,sloppy workmanship,a,eng-30-00312519-a
12118,heedless,2,the heedless generosity and the spasmodic extravagance of persons used to large fortunes- Edith Wharton,a,eng-30-00312757-a
12119,reckless,2,reckless squandering of public funds,a,eng-30-00312757-a
12120,incautious,2,an incautious step sent her headlong down the stairs,a,eng-30-00313041-a
12121,offhand,2,an offhand manner,a,eng-30-00313217-a
12122,offhanded,2,she treated most men with offhand contempt,a,eng-30-00313217-a
12123,carnivorous,2,carnivorous plants are capable of trapping and digesting small animals especially insects,a,eng-30-00313387-a
12124,anthophagous,1,some insects are anthophagous,a,eng-30-00314265-a
12125,myrmecophagous,1,myrmecophagous squirrel,a,eng-30-00315702-a
12126,carpeted,1,the carpeted hallway,a,eng-30-00316274-a
12127,uncarpeted,1,bare uncarpeted floors,a,eng-30-00316477-a
12128,carved,1,the carved fretwork,a,eng-30-00317008-a
12129,carven,1,an intricately carved door,a,eng-30-00317008-a
12130,engraved,1,an incised design,a,eng-30-00317310-a
12131,etched,1,engraved invitations,a,eng-30-00317310-a
12132,graven,1,graven images,a,eng-30-00317481-a
12133,sculpted,1,sculptured representations,a,eng-30-00317481-a
12134,lapidarian,1,a lapidarian record,a,eng-30-00317629-a
12135,cauline,2,cauline leaves,a,eng-30-00318498-a
12136,radical,5,basal placentation,a,eng-30-00318667-a
12137,basal,1,radical leaves,a,eng-30-00318667-a
12138,censored,1,the censored press in some countries,a,eng-30-00318942-a
12139,expurgated,1,at that time even Shakespeare was considered dangerous except in the expurgated versions,a,eng-30-00319090-a
12140,uncensored,1,uncensored news reports,a,eng-30-00319262-a
12141,unexpurgated,1,"volumes of the best plays, unexpurgated- Havelock Ellis",a,eng-30-00319389-a
12142,bobtail,1,bobtail mare,a,eng-30-00319851-a
12143,scissor-tailed,1,scissor-tailed birds,a,eng-30-00320255-a
12144,anurous,1,anurous toads and frogs,a,eng-30-00320985-a
12145,causative,1,poverty as a causative factor in crime,a,eng-30-00322457-a
12146,anorectic,2,an anorectic (or anorexigenic) drug,a,eng-30-00323047-a
12147,causal,1,a causal relationship between scarcity and higher prices,a,eng-30-00323199-a
12148,conducive,1,working conditions are not conducive to productivity,a,eng-30-00323426-a
12149,contributing,1,the seaport was a contributing factor in the growth of the city,a,eng-30-00323426-a
12150,contributive,1,a contributory factor,a,eng-30-00323426-a
12151,fast,10,a fast lens,a,eng-30-00323873-a
12152,inductive,3,inductive to the sin of Eve- John Milton,a,eng-30-00324013-a
12153,motivative,1,it may well be that ethical language has primarily a motivative function- Arthur Pap,a,eng-30-00324195-a
12154,motive,2,motive pleas,a,eng-30-00324195-a
12155,motivating,1,motivating arguments,a,eng-30-00324195-a
12156,motive,1,a motive force,a,eng-30-00324481-a
12157,motor,2,motive power,a,eng-30-00324481-a
12158,precipitating,1,the completion of the railroad was the precipitating cause in the extinction of waterborne commerce,a,eng-30-00324680-a
12159,responsible,2,determined who was the responsible party,a,eng-30-00324878-a
12160,responsible_for,1,termites were responsible for the damage,a,eng-30-00324878-a
12161,sternutatory,2,pepper is a sternutatory substance,a,eng-30-00325069-a
12162,cautious,1,reserved and cautious; never making swift decisions,a,eng-30-00325281-a
12163,cagey,2,a cagey avoidance of a definite answer,a,eng-30-00325619-a
12164,cagy,2,chary of the risks involved,a,eng-30-00325619-a
12165,chary,1,a chary investor,a,eng-30-00325619-a
12166,fabian,2,a fabian policy,a,eng-30-00325840-a
12167,gingerly,1,they proceeded with gingerly footwork over the jagged stones,a,eng-30-00325995-a
12168,guarded,1,guarded optimism,a,eng-30-00326202-a
12169,overcautious,1,sometimes it doesn't pay to be overcautious in business,a,eng-30-00326296-a
12170,incautious,1,an incautious remark,a,eng-30-00326436-a
12171,hotheaded,2,a hotheaded decision,a,eng-30-00326608-a
12172,impulsive,5,liable to such impulsive acts as hugging strangers,a,eng-30-00326608-a
12173,impetuous,1,an impetuous display of spending and gambling,a,eng-30-00326608-a
12174,madcap,1,madcap escapades; (`brainish' is archaic),a,eng-30-00326608-a
12175,cellular,2,the cellular construction of a beehive,a,eng-30-00327031-a
12176,multicellular,1,multicellular organisms,a,eng-30-00328017-a
12177,cell-free,1,cell-free systems,a,eng-30-00328270-a
12178,compartmented,1,a compartmented box,a,eng-30-00328798-a
12179,compartmental,1,most sciences have become woefully compartmentalized,a,eng-30-00329034-a
12180,porose,1,a porose hymenium,a,eng-30-00329585-a
12181,nonporous,1,nonporous wood,a,eng-30-00329695-a
12182,central,2,a central position,a,eng-30-00329831-a
12183,bifocal,1,bifocal eyeglasses,a,eng-30-00330396-a
12184,focal,1,focal point,a,eng-30-00330904-a
12185,nuclear,4,annexation of the suburban fringe by the nuclear metropolis,a,eng-30-00331259-a
12186,peripheral,1,Russia's peripheral provinces,a,eng-30-00331446-a
12187,circumferential,1,circumferential highways around cities,a,eng-30-00331716-a
12188,fringy,1,the marginal strip of beach,a,eng-30-00331889-a
12189,encircling,1,his encircling arms,a,eng-30-00332091-a
12190,skirting,1,the room's skirting board needs painting,a,eng-30-00332091-a
12191,off-base,1,off-base housing,a,eng-30-00332269-a
12192,centrifugal,1,centrifugal force,a,eng-30-00332375-a
12193,centripetal,1,centripetal force,a,eng-30-00332869-a
12194,afferent,1,afferent nerves,a,eng-30-00333351-a
12195,centripetal,3,sensory neurons,a,eng-30-00333611-a
12196,efferent,1,efferent nerves and impulses,a,eng-30-00333987-a
12197,centrifugal,3,motor nerves,a,eng-30-00334245-a
12198,corticoefferent,1,corticofugal discharges,a,eng-30-00334379-a
12199,neuromotor,1,neuromotor impulses,a,eng-30-00334555-a
12200,centrifugal,2,the division of Europe into warring blocs produces ever-increasing centrifugal stress,a,eng-30-00335225-a
12201,certain,3,what is certain is that every effect must have a cause,a,eng-30-00335421-a
12202,definite,2,it is definite that they have won,a,eng-30-00335768-a
12203,indisputable,2,indisputable (or sure) proof,a,eng-30-00335895-a
12204,sure_as_shooting,1,it is sure as shooting that they will come,a,eng-30-00336041-a
12205,uncertain,2,an uncertain future,a,eng-30-00336168-a
12206,indefinite,2,were indefinite about their plans,a,eng-30-00336564-a
12207,up_in_the_air,1,left everything up in the air,a,eng-30-00336724-a
12208,certain,2,felt certain of success,a,eng-30-00336831-a
12209,sure,1,was sure (or certain) she had seen it,a,eng-30-00336831-a
12210,convinced,1,were convinced that it would be to their advantage to join,a,eng-30-00337172-a
12211,positive,2,I am positive he is lying,a,eng-30-00337172-a
12212,confident,2,was confident he would win,a,eng-30-00337172-a
12213,uncertain,1,uncertain of his convictions,a,eng-30-00337404-a
12214,unsure,2,unsure of himself and his future,a,eng-30-00337404-a
12215,incertain,1,moving with uncertain (or unsure) steps,a,eng-30-00337404-a
12216,ambivalent,1,was ambivalent about having children,a,eng-30-00337841-a
12217,doubtful,2,they were doubtful that the cord would hold,a,eng-30-00338013-a
12218,dubious,1,it was doubtful whether she would be admitted,a,eng-30-00338013-a
12219,groping,1,a groping effort to understand,a,eng-30-00338275-a
12220,convinced,2,a convinced and fanatical pacifist,a,eng-30-00338421-a
12221,unconvinced,1,I remain unconvinced,a,eng-30-00338551-a
12222,dubious,3,they admitted the force of my argument but remained dubious,a,eng-30-00338669-a
12223,confident,1,a confident speaker,a,eng-30-00338817-a
12224,assured,1,she paints with an assured hand,a,eng-30-00339157-a
12225,cocksure,1,an arrogant and cocksure materialist,a,eng-30-00339288-a
12226,overconfident,1,so overconfident and impudent as to speak to the queen,a,eng-30-00339288-a
12227,positive,11,the less he knows the more positive he gets,a,eng-30-00339288-a
12228,reassured,1,reassured by her praise he pressed on,a,eng-30-00339599-a
12229,self-assured,1,hardly more than a boy but firm-knit and self-confident,a,eng-30-00339742-a
12230,diffident,2,stood in the doorway diffident and abashed,a,eng-30-00339941-a
12231,shy,1,problems that call for bold not timid responses,a,eng-30-00339941-a
12232,timid,2,a very unsure young man,a,eng-30-00339941-a
12233,certain,4,he was certain to fail,a,eng-30-00340239-a
12234,sure,3,his fate is certain,a,eng-30-00340239-a
12235,bound,4,bound to happen,a,eng-30-00340626-a
12236,destined,2,an old house destined to be demolished,a,eng-30-00340626-a
12237,doomed,4,doomed to unhappiness,a,eng-30-00340827-a
12238,fated,1,fated to be the scene of Kennedy's assassination,a,eng-30-00340827-a
12239,foreordained,1,his place in history was foreordained,a,eng-30-00341017-a
12240,predestinate,1,a sense of predestinate inevitability about it,a,eng-30-00341017-a
12241,predestined,1,it seemed predestined since the beginning of the world,a,eng-30-00341017-a
12242,in_for,1,he knew he was in for a licking,a,eng-30-00341292-a
12243,uncertain,4,everything is uncertain about the army,a,eng-30-00341405-a
12244,chancy,2,a chancy appeal at best,a,eng-30-00341655-a
12245,fluky,1,getting that job was definitely fluky,a,eng-30-00341655-a
12246,flukey,1,a fluky wind,a,eng-30-00341655-a
12247,iffy,1,an iffy proposition,a,eng-30-00341655-a
12248,contingent,3,"the results of confession were not contingent, they were certain- George Eliot",a,eng-30-00341933-a
12249,up_in_the_air,2,plans are still up in the air,a,eng-30-00342139-a
12250,certified,1,a certified public accountant,a,eng-30-00342250-a
12251,certifiable,2,a certifiable fact,a,eng-30-00342488-a
12252,certificated,1,certificated teachers,a,eng-30-00342626-a
12253,credentialled,1,credentialled day care workers,a,eng-30-00342755-a
12254,inevitable,1,the inevitable result,a,eng-30-00343015-a
12255,fatal,4,a fatal series of events,a,eng-30-00343226-a
12256,ineluctable,1,an ineluctable destiny,a,eng-30-00343360-a
12257,inescapable,1,an unavoidable accident,a,eng-30-00343360-a
12258,necessary,2,the necessary consequences of one's actions,a,eng-30-00343552-a
12259,preventable,1,conscious of preventable human suffering- A.L.Guerard,a,eng-30-00343883-a
12260,unpreventable,1,unpreventable hysteria,a,eng-30-00344024-a
12261,changeable,2,changeable behavior,a,eng-30-00344125-a
12262,changeful,1,changeable moods,a,eng-30-00344125-a
12263,adjustable,2,adjustable interest rates,a,eng-30-00344686-a
12264,checkered,2,a checkered business career,a,eng-30-00344890-a
12265,distortable,1,our words are distortable things--as in a crooked mirror held up to nature,a,eng-30-00345005-a
12266,erratic,1,erratic behavior,a,eng-30-00345189-a
12267,fickle,2,fickle weather,a,eng-30-00345189-a
12268,mercurial,1,mercurial twists of temperament,a,eng-30-00345189-a
12269,quicksilver,1,"a quicksilver character, cool and willful at one moment, utterly fragile the next",a,eng-30-00345189-a
12270,fluid,1,a fluid situation fraught with uncertainty,a,eng-30-00345494-a
12271,unstable,6,everything was unstable following the coup,a,eng-30-00345494-a
12272,fluid,5,Britain is not a truly fluid society,a,eng-30-00345694-a
12273,mobile,5,upwardly mobile,a,eng-30-00345694-a
12274,mobile,4,a highly mobile face,a,eng-30-00346103-a
12275,open-ended,3,open-ended agreements,a,eng-30-00346246-a
12276,quick-change,1,a quick-change artist,a,eng-30-00346368-a
12277,reversible,4,a reversible chemical reaction,a,eng-30-00346626-a
12278,volatile,4,volatile stocks,a,eng-30-00346847-a
12279,unchangeable,1,a fixed and unchangeable part of the germ plasm-Ashley Montagu,a,eng-30-00346991-a
12280,confirmed,1,a confirmed bachelor,a,eng-30-00347571-a
12281,fixed,4,living on fixed incomes,a,eng-30-00347707-a
12282,set_in_stone,1,the agreement is not yet set in stone,a,eng-30-00347880-a
12283,static,3,a static population,a,eng-30-00348018-a
12284,commutable,1,the death sentence was commutable to life imprisonment,a,eng-30-00348198-a
12285,convertible,3,is lead really transmutable into gold?,a,eng-30-00348537-a
12286,transformable,1,ideas translatable into reality,a,eng-30-00348537-a
12287,inconvertible,2,the alchemists were unable to accept the inconvertible nature of elemental metals,a,eng-30-00348938-a
12288,unalterable,2,an unalterable death sentence,a,eng-30-00349148-a
12289,alterable,1,alterable clothing,a,eng-30-00349295-a
12290,unalterable,1,unalterable resolve,a,eng-30-00349523-a
12291,inalterable,1,an unalterable ground rule,a,eng-30-00349523-a
12292,incurable,2,an incurable optimist,a,eng-30-00349759-a
12293,final,3,the judge's decision is final,a,eng-30-00349894-a
12294,last,8,the arbiter will have the last say,a,eng-30-00349894-a
12295,modifiable,1,the rhythm of physiological time is not modifiable except by interference with certain fundamental processes - Alexis Carrel,a,eng-30-00350069-a
12296,unmodifiable,1,"these variations from custom are illogical, incomprehensible, and unmodifiable",a,eng-30-00350384-a
12297,adjusted,1,an adjusted insurance claim,a,eng-30-00350621-a
12298,weighted,2,votes weighted according to the size of constituencies,a,eng-30-00351012-a
12299,unadjusted,1,an unadjusted figure of 8.5 percent,a,eng-30-00351226-a
12300,maladjusted,3,a maladjusted carburetor,a,eng-30-00351420-a
12301,well-adjusted,1,a well-adjusted personality,a,eng-30-00351679-a
12302,maladjusted,1,a maladjusted child,a,eng-30-00351818-a
12303,unadapted,2,several unadjusted refugees,a,eng-30-00351991-a
12304,altered,1,the altered policy promised success,a,eng-30-00352127-a
12305,adjusted,4,for my wedding I had my mother's wedding dress altered to fit me,a,eng-30-00352536-a
12306,changed,2,he's an altered (or changed) man since his election to Congress,a,eng-30-00352716-a
12307,emended,1,the emended text,a,eng-30-00352877-a
12308,revised,1,a revised edition,a,eng-30-00353101-a
12309,unaltered,1,persisting unaltered through time,a,eng-30-00353206-a
12310,dateless,4,few characters are so dateless as Hamlet,a,eng-30-00353431-a
12311,timeless,1,Helen's timeless beauty,a,eng-30-00353431-a
12312,in-situ,1,the archeologists could date the vase because it was in-situ,a,eng-30-00353604-a
12313,unmoved,2,an in-situ investigator,a,eng-30-00353604-a
12314,unrevised,1,the book is still unrevised,a,eng-30-00353969-a
12315,revised,2,the amended bill passed easily,a,eng-30-00354176-a
12316,changed,1,changed attitudes,a,eng-30-00354433-a
12317,denatured,1,denatured alcohol,a,eng-30-00354692-a
12318,transformed,1,shocked to see the transformed landscape,a,eng-30-00354934-a
12319,varied,3,her quickly varied answers indicated uncertainty,a,eng-30-00355083-a
12320,unchanged,1,the causes that produced them have remained unchanged,a,eng-30-00355258-a
12321,idempotent,1,this matrix is idempotent,a,eng-30-00355453-a
12322,same,4,the village stayed the same,a,eng-30-00355611-a
12323,mutable,1,a mutable substance,a,eng-30-00356339-a
12324,changeable,1,the mutable ways of fortune,a,eng-30-00356339-a
12325,immutable,1,"the view of that time was that all species were immutable, created by God",a,eng-30-00356648-a
12326,characteristic,1,heard my friend's characteristic laugh,a,eng-30-00356926-a
12327,diagnostic,2,a diagnostic sign of yellow fever,a,eng-30-00357254-a
12328,symptomatic,1,a rash symptomatic of scarlet fever,a,eng-30-00357254-a
